Unnamed: 0.1,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
8115,2-s2.0-85117498748,2-s2.0-85117498748,10.1093/ijlct/ctab003,Thermal conductivity estimation of nanofluids with TiO2nanoparticles by employing artificial neural networks,2021,4,2024-12-19 15:50:48,publish oxford university press.applying nanofluid energy relate technology thermal medium lead remarkable enhancement efficiency performance due modify thermophysical property among thermophysical property thermal conductivity tc perform principal role heat transfer ability nanofluid artificial neural network ann show promise performance modeling nanofluid tc article two type ann use estimate tc nanofluid tio2 ti o nanoparticle regard effective factor include particle size temperature volume fraction solid particle tc base fluid apply input model base comparison estimate datum correspond actual one conclude employ multi layer perceptron mlp superior compare group method datum handle gmdh optimal condition network r square value model base mlp gmdh 0.999 moreover average absolute relative deviation mention model around 0.23 0.32 respectively
1276,2-s2.0-85141646725,2-s2.0-85141646725,10.3390/mi13111825,Enhanced Ageing Performance of Sulfonic Acid-Grafted Pt/C Catalysts,2022,2,2024-12-19 14:16:56,study ptc catalyst graft various amount phenylsulfonic acid group prepare mild condition influence sulfonic acid group physiochemical characteristic electrochemical activity modify catalyst study use x ray diffraction x ray photoelectron spectroscopy transmission electron microscope cyclic voltammetry cv presence chemical group enhance hydrogen adsorption ontodesorption pt surface cv cycling contrast hydrogen peak graft catalyst increase cv cycle especially pt facet high electrochemical surface area ecsa age test obtain catalyst 18.0 wt . graft can 87.3 high non functionalize pt catalyst density functional theory dft calculation prove so3h s o h adsorption crystalline beneficial pt stability adsorption energy bond distance adsorb so3h s o h pt surface calculate stable configuration obtain single bond bind pt surface adsorption energy follow trend f h h. result consistent ecsa experiment explain high electrochemical stability sulfonic acid group graft ptc catalyst
1188,2-s2.0-85142418389,2-s2.0-85142418389,10.3390/nano12224005,Two-Dimensional Transition Metal-Hexaaminobenzene Monolayer Single-Atom Catalyst for Electrocatalytic Carbon Dioxide Reduction,2022,8,2024-12-19 14:15:51,key develop electrocatalyst extremely stable efficient selective reasonably price study spin polarize density function theory dft calculation use comprehensively examine catalytic efficacy transition metal hexaaminobenzene tm hab monolayer single atom catalyst electroreduction co2 c o modify two dimensional tm hab monolayer finding demonstrate bind individual metal atom hab strong enough atom evenly disseminate immobilize light conflict hydrogen evolution process tm hab effectively inhibit hydrogen evolution ch4 c h dominate reduction byproduct sc ti v cr cu hcooh make majority zn reduction product co primary reduction product ch3oh c h o h ch4 c h whereas mn fe primary reduction product hcho ch3oh c h o h ch4 c h among ti hab reduction product 1.14 ev limit potential 1.31 v overpotential monolayer relatively low overpotential 0.01 v 0.7 v therefore predict tm hab monolayer exhibit strong catalytic activity electrocatalytic reduction co2 c o making promising electrocatalyst co2 c o reduction
7794,2-s2.0-85115761623,2-s2.0-85115761623,10.3390/nano11102524,Monitored tomographic reconstruction—an advanced tool to study the 3d morphology of nanomaterials,2021,6,2024-12-19 15:46:56,li censee mdpi basel switzerland.detaile accurate threedimensional 3d information morphology hierarchically structure material derive multiscale xray compute tomography xct subsequent 3d datum reconstruction highresolution xray microscopy nanoxct suitable technique nondestructively study nanomaterial include porous skeleton material ever laboratory nanoxct study timeconsume reduce timetodata order magnitude propose take advantage monitor tomographic reconstruc tion benefit new protocol 3d imaging datum acquisition projection intersperse image reconstruction demonstrate new approach nanoxct datum novel transitionmetalbase material system moni4 mo ni electrocatalyst anchor moo2 mo o cuboid align ni foam moni4 / moo2 mo ni mo o ni quantitative datum describe 3d morphology hierarchically structure system advance electrocatalytically active nanomaterial need tailor performance durability electrocatalyst system present frame work monitor tomographic reconstruction construct three stopping rule various reconstruction quality metric provide experimental evaluation
8796,2-s2.0-85109363841,2-s2.0-85109363841,10.1039/d1ra03949k,Novel prism shaped C3N4-doped Fe@Co3O4nanocomposites and their dye degradation and bactericidal potential with molecular docking study,2021,30,2024-12-19 15:59:31,"dope c3n4 in c n heterojunction significantly enhance photocatalytic sonocatalytic activity methylene blue ciprofloxacin mbcf dye main purpose doping fe atom cobalt lattice generate crystal surface defect moreover optimum doping amount c3n4for c n maximum degradation performance evaluate detailed examination prepare nanocomposite carry systematically use various characterization tool well understand hr tem image reveal formation novel prism shape structure exhibit outstanding degradation organic dye water significant bactericidal potential also observe synthesize nanocomposite againstescherichia coli e. coli andstaphylococcus aureus s. aureus bacteria.in silico molecular docking study β lactamase dhfr fabi enzyme serve elucidate mechanism govern bactericidal activity synthesize nanoparticle nps furthermore scavenge study dpph 2,2 diphenyl picrylhydrazyl assay cod chemical oxygen demand analysis perform order evaluate active specie anti oxidant potential prepare composite"
2079,2-s2.0-85147814460,2-s2.0-85147814460,10.26599/NRE.2022.9120020,Recent research progress on operational stability of metal oxide/sulfide photoanodes in photoelectrochemical cells,2022,102,2024-12-19 14:31:39,publish tsinghua university press.photoelectrochemical pec water splitting directly convert solar energy hydrogen energy storage effectively end energy crisis solve environmental problem modification many researcher photoanode rapidly improve pec performance nevertheless poor stability pec water splitting device effectively correct seriously hinder practical application large scale commercialization review provide detailed introduction photocorrosion mechanism photoanode characterization stability summarize current research progress stability metal oxidesulfide photoanode material accord specificity semiconductor corrosion mechanism modification strategy photoanode discuss detail finally summarize deficiency current stability research propose influence factor possible solution need consider photocorrosion research field photoanode review provide reference stability research photoanode base metal oxide sulfide especially design efficient stable metal sulfide base photoanode
4674,2-s2.0-85119978405,2-s2.0-85119978405,10.1002/er.7508,A review on carbon nanomaterials for K-ion battery anode: Progress and perspectives,2022,12,2024-12-19 15:06:27,however lib alone satisfy burgeon energy demand due li resource constraint recently k ion battery kibs garner interest scientific community promise alternative lib due abundance k resources affordability k superior electrochemical property however development kibs hinder slow development appropriate anode material accommodate repeat intercalationdeintercalation large k ion without sustain significant structural damage thus development appropriate anode material crucial realization practically viable kibs carbon nanomaterial promise anode material due remarkable potassiationdepotassiation ability structural stability structural evolution zero three dimension anticipate evaluation recent advance carbon composite anode material kibs facilitate development practically viable kibs review comprehensively discuss recent development carbonaceous composite anode material kibs provide prospective next research step
387,2-s2.0-85143837695,2-s2.0-85143837695,10.3390/s22239358,Two-Dimensional Non-Carbon Materials-Based Electrochemical Printed Sensors: An Updated Review,2022,10,2024-12-18 16:31:58,major challenge obtain selective sensitive reliable sensing platform meet stringent performance requirement application area two dimensional 2d nanomaterial advance accelerate performance electrochemical sensor towards practical approach review discuss recent development electrochemical print sensor emphasis integration non carbon 2d material sense platform brief introduction print electrochemical sensor electrochemical technique analysis present first section review subsequently sensor surface functionalization modification technique include drop cast electrodeposition print functional ink discuss next section review recent insight novel fabrication methodology electrochemical technique sensor performance use transition metal dichalcogenide material mos2 mo s mose2 mo se ws2 w s mxenes hexagonal boron nitride hbn finally challenge face electrochemical print sensor highlight conclusion review useful provide insight researcher currently work related area also instructive one new field
2681,2-s2.0-85136340675,2-s2.0-85136340675,10.3390/ijms23158742,Mild and Efficient Heterogeneous Hydrogenation of Nitroarenes Facilitated by a Pyrolytically Activated Dinuclear Ni(II)-Ce(III) Diimine Complex,2022,2,2024-12-19 14:39:35,"catalytically active material describe herein obtain pyrolysis sio2 si o pellet support bimetallic ni ce complex readily synthesize prior use meo functionalize salen congen ni oac 2·4 h2o h o ce no3 n o 3·6 h2o h o rewardingly requisite ligand pertinent solution phase precursor accessible upon straightforward time save imine condensation ortho vanillin 1,3 diamino 2,2′ dimethylpropane introduce catalytic protocol operationally simple whole reaction set quickly put together bench without need cumbersome handling glovebox relate containment system moreover advantageous geometry compact sized nature use pellet render catalyst separation recycling exceptionally easy"
2483,2-s2.0-85130172266,2-s2.0-85130172266,10.1016/j.jpowsour.2022.231476,Optimization of the membrane electrode assembly for an alkaline water electrolyser based on the catalyst-coated membrane,2022,22,2024-12-19 14:37:02,"purpose chloromethylate anion selective block copolymer styrene ethylene butylene styrene 1,4 diazabicyclo 2.2.2 octane functional group use alkaline polymer electrolyte membrane ionomer binder non pgm catalyst platinum group metal specifically nico2o4 ni co o nife2o4 ni fe o use anode cathode side membrane respectively air brush deposition computer control ultrasonic dispersion catalytic ink use deposit catalyst layer influence composition catalyst layer stability result electrolysis cell performance investigate typical membrane alkaline water electrolysis condition 1–15 wt . koh c optimal catalyst binder ratio catalyst layer identify 93/7 use catalyst load 2.5 mg cm side membrane membrane electrode assembly prepare optimal condition show high stability h current density cm current load cell exhibit voltage 2.025 0.010 v. increase cell voltage observe stability test exceed μv h"
5118,2-s2.0-85123859980,2-s2.0-85123859980,10.1021/acsaem.1c03761,Deciphering the Exceptional Performance of NiFe Hydroxide for the Oxygen Evolution Reaction in an Anion Exchange Membrane Electrolyzer,2022,27,2024-12-19 15:12:08,publish american chemical societyhydrogen production via water electrolysis renewable electricity input crucial come defossilized energy age herein report anion exchange membrane electrolyzer use fe dope ni hydroxide anode catalyst par proton exchange membrane electrolyzer term performance cm 2.046 v c find fe doping stabilize α ni oh phase key ensure fast ni oh 2 / niooh redox transition subsequent fast reaction ni3+/4 + ni electrolyte oh result excellent oxygen evolution reaction activity fe dope ni hydroxide spin polarize dft u computation reveal local arrangement fe3 + fe ni3+/4 + ni play crucial role enable high oer activity facet anode catalyst
8989,2-s2.0-85104403508,2-s2.0-85104403508,10.1016/j.jpowsour.2021.229921,Direct coupling of a high temperature proton exchange membrane fuel cell with hydrogen produced by catalytic partial dehydrogenation of a gasoline-ethanol blend (E10),2021,3,2024-12-19 16:02:20,hydrogen purity produce catalytic partial dehydrogenation gasoline sp95e10 s p e contain ethanol productivity nlh−1·kgcat−1 n lh use ptsninalumina catalyst prepare templating incipient wetness impregnation hydrogen use feed high temperature proton exchange membrane fuel cell difference performance fuel cell feed pure hydrogen hydrogen generate gasoline reach mv cm−2 c loss completely recover anode gas stream revert pure hydrogen reversible performance loss attributable presence carbon monoxide form oxygenate hydrocarbon partial dehydrogenation reaction deplete gasoline retain physical property present significantly low sulfur content opening prospect power generation board vehicle fuel cell use hydrogen produce demand primary fuel
8018,2-s2.0-85111760729,2-s2.0-85111760729,10.1002/chem.202102164,Targeted Chemical Modifications Identify Key Features of Carbohydrate Assemblies and Generate Tailored Carbohydrate Materials,2021,10,2024-12-19 15:49:30,chemistry european journal publish wiley vch gmbhthe molecular level description carbohydrate assembly hamper structural complexity lack suitable analytical method employ systematic chemical modification identify key non covalent interaction trigger supramolecular assembly disaccharide model modification disrupt supramolecular organization other tolerate deliver important information aggregation process screening identify new geometry include nanotube twist ribbon characterize electron tomography electron diffraction ed method work demonstrate combination synthetic chemistry ed method powerful tool draw correlation molecular structure nanoscale architecture carbohydrate assembly
9840,2-s2.0-85103909784,2-s2.0-85103909784,10.1039/d0sc06967a,High-resolution imaging of catalytic activity of a single graphene sheet using electrochemiluminescence microscopy,2021,41,2024-12-19 16:15:29,achievement high spatial imaging rely varied adsorption hydrogen peroxide different site graphene surface lead unsynchronized ecl emission shortening exposure time 0.2 ms scatter ecl spot observe ecl image overlay spot consecutive image accordingly stack image graph ecl intensity pixel could use reflect electrocatalytic feature graphene surface resolution nm novel ecl method efficiently avoid long stand problem classic ecl microscopy regard overlap ecl emission adjacent region enable nanometer spatial resolution ecl microscopy first time
4005,2-s2.0-85129725147,2-s2.0-85129725147,10.1002/inf2.12265,Aqueous Zn-based rechargeable batteries: Recent progress and future perspectives,2022,106,2024-12-19 14:57:20,infomat publish uestc john wiley sons australia ltd.benefite advantageous feature high safety abundant reserve low cost high energy density aqueous zn base rechargeable battery azbs receive extensive attention promise candidate energy storage achieve high performance azbs high reversibility energy density great effort devote overcome drawback focus modification electrode material electrolyte base different cathode material aqueous electrolyte development aqueous azbs different redox mechanism discuss review include insertionextraction chemistry e.g. zn2 + zn alkali metal ion h nh4 + n h forth dissolutiondeposition reaction e.g. mno2 / mn2 + mn o mn redox couple flow battery e.g. i3−/3i I I br2 / br br br forth oxygen electrochemistry e.g. o2 / oh o o h o2 / o22− o o carbon dioxide electrochemistry e.g. co2 / co c o c o co2 / hcooh c o h c o o h particular basic reaction mechanism issue zn electrode aqueous electrolyte cathode material well design strategy systematically review finally remain challenge face azbs summarize perspective investigation propose
726,2-s2.0-85131705407,2-s2.0-85131705407,10.1038/s41467-022-31077-x,Ultrafast self-heating synthesis of robust heterogeneous nanocarbides for high current density hydrogen evolution reaction,2022,104,2024-12-18 16:35:04,practical application require highly active stable hydrogen evolution reaction catalyst work high current density ≥1000 cm−2 however challenge simultaneously enhance catalytic activity interface stability catalyst herein report rapid energy save self heating method synthesize high efficiency mo2cmoccarbon mo c mo ccarbon nanotube hydrogen evolution reaction catalyst ultrafast heating cool experiment density functional theory calculation reveal numerous mo2cmoc mo c mo c hetero interface offer abundant active site moderate hydrogen adsorption free energy δgh 0.02 ev strong chemical bonding mo2cmoc mo c mo c catalyst carbon nanotube heaterelectrode significantly enhance mechanical stability owe instantaneous high temperature result mo2cmoccarbon mo c mo ccarbon nanotube catalyst achieve low overpotential mv cm−2 koh respectively overpotential show slight change work cm−2 day suggest excellent activity stability high current density hydrogen evolution reaction catalyst promise activity excellent stability high productivity catalyst fulfil demand hydrogen production various application
260,2-s2.0-85145369528,2-s2.0-85145369528,10.1038/s41598-022-27143-5,Modification of TiO2 nanotubes by graphene–strontium and cobalt molybdate perovskite for efficient hydrogen evolution reaction in acidic medium,2022,3,2024-12-18 16:30:45,purpose simple method hydrothermal synthesis perovskite develop directly tio2 ti o nanotube substrate moreover obtain hybrid also decorate graphene oxide go one step hydrothermal synthesis obtain material characterize scan electron microscopy energy dispersive x ray analysis raman spectroscopy x ray diffraction analysis catalytic property verify electrochemical method linear voltammetry chronopotentiometry obtain hybrid characterize much well catalytic property towards hydrogen evolution reaction compare tio2 ti o slightly bad platinum optimize hybrid catalyst decorate go drive cathodic current density cm−2 overpotential mv small tafel slope mv dec−1 0.2 h2so4 h s o
6041,2-s2.0-85131825462,2-s2.0-85131825462,10.1016/j.matpr.2022.05.570,OER/ORR parameters of Fe2+ and Co2+-doped manganese dioxide electrode materials,2022,1,2024-12-19 15:24:01,dope mno2 mn o product characterise aas sem eds xrd tga ftir correlation orr oer parameter content dopant ion establish bifunctionality analysis obtain dope material make
3221,2-s2.0-85129578916,2-s2.0-85129578916,10.1007/s12274-022-4265-y,Regulations of active moiety in single atom catalysts for electrochemical hydrogen evolution reaction,2022,289,2024-12-19 14:46:53,single atom catalyst sac emerge new frontier field catalysis hydrogen evolution reaction owe intriguing property like high activity excellent chemical selectivity catalytic active moiety often comprise single metal atom neighboring environment support recent publish review electricdriven tend classify sacs species active center atom nevertheless influence neighbor coordinate atom support somehow neglect thus classify sacs type support highlight electronic metal support interaction coordination environment support put forward structural designing strategy include regulate central atom coordination environment metal support interaction finally current challenge future research perspective sacs briefly propose figure available see fulltext
1295,2-s2.0-85140761299,2-s2.0-85140761299,10.1016/j.jelechem.2022.116875,Multisite engineering towards atomically dispersed Ru on Ni-Co-P composite with N-doped carbon matrix for robust water oxidation,2022,1,2024-12-19 14:17:10,however fundamental understanding source highly active single atom catalyst sacs atomic level still lack herein ultralow ru sacs 0.2 wt anchor transition metal phosphide composite n dope carbon matrix ru ni co pnc derive runi zif via carbonization subsequent phosphating effectively drive oer alkaline electrolyte abundant carbon defect site reorganize electronic structure metal site collectively tailor oer performance ru ni co pnc structure electron modulation expect result ru ni co pnc catalyst deliver mv overpotential afford cm−2 exhibit negligible performance degradation oer finding elucidate rational design multisite nanomaterial efficient electrocatalyst illuminate potential guide meet high performance electrocatalyst
2607,2-s2.0-85137392594,2-s2.0-85137392594,10.3390/nano12162850,Co3O4 Nanopetals Grown on the Porous CuO Network for the Photocatalytic Degradation,2022,5,2024-12-19 14:38:33,herein multi layered co3o4 co o np cuo photocatalyst unique feature i.e. self support hierarchical porous network well construction heterojunction co3o4 co o cuo synthesize dealloye electrodeposition subsequent thermal treatment technique find interweave ultrathin co3o4 co o nanopetal evenly grow nanoporous cuo network co3o4 co o np cuo three dimensional 3d hierarchical porous structure catalyst provide surface area act active site facilitate absorption visible light photodegradation reaction compare commercial cuo co3o4 co o powder newly design co3o4 co o np cuo composite exhibit superior photodegradation performance rhb enhance performance mainly due construction heterojunction co3o4 / cuo co o cu o greatly promote efficient carrier separation photocatalysis furthermore possible photocatalytic mechanism analyze detail work provide promise strategy fabrication new controllable heterojunction improve photocatalytic activity
6568,2-s2.0-85111755758,2-s2.0-85111755758,10.1002/chem.202101716,Magnetic NiFe2O4 Nanoparticles Prepared via Non-Aqueous Microwave-Assisted Synthesis for Application in Electrocatalytic Water Oxidation,2021,32,2024-12-19 15:31:17,chemistry european journal publish wiley vch gmbh.phase pure spinel type magnetic nickel ferrite nife2o4 ni fe o nanocrystal size range nm successfully synthesize fast energy save microwave assist approach size accessible surface area tune precisely reaction parameter result highlight correlation size degree inversion magnetic characteristic nife2o4 ni fe o nanoparticle enable fine tuning parameter particular application without change elemental composition moreover application potential synthesized powder electrocatalytic oxygen evolution reaction alkaline medium demonstrate show low degree inversion beneficial overall performance active sample reach overpotential mv water oxidation cm−2 38.8 cm−2 1.7 v vs. rhe combine low tafel slope mv dec−1
2044,2-s2.0-85137291843,2-s2.0-85137291843,10.1021/acsomega.2c03588,Theoretical Evaluation of Electrochemical Nitrate Reduction Reaction on Graphdiyne-Supported Transition Metal Single-Atom Catalysts,2022,11,2024-12-19 14:31:08,herein density functional theory calculation apply comprehensively analyze electrochemical nitrate reduction reaction no3rr n o r r graphdiyne support transition metal single atom catalyst tm gdy sacs first time find vanadium anchor graphdiyne v gdy display low limiting potential 0.63 v versus reversible hydrogen electrode among investigate system work notably compete hydrogen evolution reaction relatively restrain due comparatively weak adsorption h proton tm gdy sacs moreover high energy intake need overcome energy barrier formation byproduct no2 n o n2o n o n2 n v gdy without apply extra electrode potential showing selectivity nh3 n h no3rr n o r r process ab initio molecular dynamic simulation denote v gdy possess excellent structure stability temperature k without much distortion compare initial shape indicate promise synthesis study offer feasible no3rr n o r r electrocatalyst also pave way development no3rr n o r r process
5217,2-s2.0-85124696720,2-s2.0-85124696720,10.1039/d1sc06322g,Banana split: biomass splitting with flash light irradiation,2022,8,2024-12-19 15:13:16,photo thermal reaction carry millisecond 14.5 ms use high power xenon flash lamp dry banana peel use model system kg dry biomass generate can l hydrogen g biochar carbon monoxide light hydrocarbon also generate provide increase high heating value hhv energy balance output 4.09 mj per kg dry biomass therefore biomass photo pyrolysis flash light irradiation propose new approach convert natural biomass waste energy hydrogen also carbon mitigation store use biochar
5559,2-s2.0-85110413625,2-s2.0-85110413625,10.1016/j.jmst.2021.05.009,Flexible hollow TiO2@CMS/carbon-fiber van der Waals heterostructures for simulated-solar light photocatalysis and photoelectrocatalysis,2022,32,2024-12-19 15:17:53,"work hollow tio2 ti o microsphere appropriate thickness confine carbon microsphere cmss form hollow tio2 ti o cmss physically integrate carbon fiber textile van der waal vdw interaction generate separable recyclable hollow tio2 ti o cmsscarbon fiber vdw heterostructures separable recyclable heterostructure show remarkable oxidation 2,4 dinitrophenol detail characterization density functional theory dft calculation find carbon fiber trap electron exert excitation hollow tio2 ti o cmss create hole hollow tio2 ti o microsphere endow carbon fiber photocatalytic activity coherent charge injection study indicate general strategy fabrication hollow tio2 ti o cmsscarbon fiber vdw heterostructure use separable recyclable photocatalyst photoelectrocatalyst potential industrial application environment relate field"
8218,2-s2.0-85111859134,2-s2.0-85111859134,10.1002/adma.202101006,Selective Catalysis Remedies Polysulfide Shuttling in Lithium-Sulfur Batteries,2021,307,2024-12-19 15:52:05,selective catalysis propose fundamental remedy consecutive solid liquid solid sulfur redox reaction proof concept indium base catalyst targetedly decelerate solid liquid conversion dissolution elemental sulfur polysulfide accelerate liquid solid conversion deposition polysulfide insoluble li2s li s basically reduce accumulation polysulfide electrolyte finally inhibit shuttle effect selective catalysis reveal experimentally theoretically change activation energy kinetic current modify reaction pathway together probe dynamically change catalyst liins2 li in s catalyst gradual deactivation base catalyst base battery work steadily cycle 4.0 c yield initial areal capacity 9.4 mah cm−2 sulfur loading ≈9.0 mg cm−2
