Unnamed: 0.1,Unnamed: 0,eid,doi,title,year,citedby_count,cache_file_mdate,abstract
3333,2-s2.0-85133615949,2-s2.0-85133615949,10.1039/d2qi00892k,Bifunctional atomically dispersed ruthenium electrocatalysts for efficient bipolar membrane water electrolysis,2022,23,2024-12-19 14:48:14,herein report electrocatalytic performance atomically disperse ruthenium catalyst ru adcs ultralow ru loading 0.2 wt obtain ru adcs ru 0.2 nc active hydrogen evolution reaction oxygen evolution reaction oer require low overpotential η 47.1 72.8 mv deliver cm−2 0.5 h2so4 h s o 1.0 koh respectively mv oer 1.0 koh show favorable bifunctionality density functional theory dft calculation reveal ru n bonding play important role lower energy barrier reaction boost oer activity furthermore bipolar membrane bpm water electrolysis use bifunctional ru 0.2 nc oer catalyst afford cm−2 low cell voltage 0.89 v show performance decay upon h continuous operation show great potential energy save hydrogen production
4810,2-s2.0-85127000475,2-s2.0-85127000475,10.5599/jese.1166,Electrodeposited palladium as efficient electrocatalyst for hydrazine and methanol electrooxidation and detection,2022,7,2024-12-19 15:08:16,electrochemical behavior electrode evaluate cyclic voltammetry cv electroanalytical property determine differential pulse voltammetry dpv electrodeposite pd catalyst exhibit good electrocatalytic activity towards oxidation hydrazine neutral solution methanol oxidation alkaline solution optimize dpv condition electrodeposite pd electrode show good sensing capability hydrazine methanol detection
3249,2-s2.0-85128477999,2-s2.0-85128477999,10.1007/s11581-022-04567-7,Carbon Nanotube prepared by catalytic pyrolysis as the electrode for supercapacitors from polypropylene wasted face masks,2022,33,2024-12-19 14:47:12,"meantime incineration landfill discard face mask would result severe environmental pollution infectious hazards herein suggestion recycle polypropylene waste mask cnt environmentally friendly high add value disposal process propose prepare supercapacitor electrode material energy storage attempt cnt prepare waste mask catalysis pyrolysis nife bimetallic catalyst especially bamboo like structure cnt obtain nife molar ratio structure own high specific capacitance compare standard cnt specific capacitance could reach 56.04 fg ag excellent cycling stability capacitance retention rate material 85.41 10,000 cycle besides assemble capacitor possess good energy density 4.78 whkg power density wkg thus work provide sustainable cost effective strategy dispose waste mask high valuable cnt potential application supercapacitor also study exploit would provide new idea recycling utilize polypropylene waste medical device graphical abstract figure available see fulltext"
6588,2-s2.0-85140242785,2-s2.0-85140242785,10.1016/j.ccst.2021.100016,Boron Carbon Nitride Semiconductor Modified with CeO2 for Photocatalytic Reduction of CO2 with H2O: Comparative Study,2021,5,2024-12-19 15:31:32,however fast electron hole recombination well weak absorption ultraviolet visible uv vis light still challenge activity upgrade bcn paper bcnceo2 b c n ce o heterostructure via n ce bonding fabricate urea assistant heat precipitation technique confirm xrd ft ir sem tem xps characterization co2 c o photoreduction h2o h o reduce agent bcnceo2 b c n ce o heterostructure deliver obviously enhance catalytic performance co yield can fold bcn uv vis diffuse reflectance spectrophotometer drs electrochemical impedance spectroscopy eis transient photocurrent response measurement reveal electron hole separation efficiency charge transfer efficiently promote ceo2 / bcn ce o b c n heterostructure along boost light harvesting visible ultraviolet light range furthermore base photo electro chemical photocatalytic result possible co2 c o photocatalytic reduction mechanism propose
2441,2-s2.0-85136847271,2-s2.0-85136847271,10.1039/d2ta04485d,Evolution of bismuth-based metal-organic frameworks for efficient electroreduction of CO2,2022,7,2024-12-19 14:36:32,"describe three bi iii material mfm mfm mfm construct ligand biphenyl 3,3′,5,5′ tetracarboxylic acid show distinct porosity solvent accessible voids 49.6 33.6 respectively report first study impact porosity mof evolution electrocatalyst faradaic efficiency 90.4 −1.1 v vs. rhe reversible hydrogen electrode observe formate production electrode decorate mfm p form mfm application external potential presence 0.1 khco3 k h c o electrolyte situ electron paramagnetic resonance spectroscopy confirm presence cooh radical reaction intermediate observe stable consistent faradaic efficiency current density production formate electrolysis h. study emphasise significant role porosity mof react evolve electroreduction co2 c o generate value add chemical"
3847,2-s2.0-85130943072,2-s2.0-85130943072,10.3389/fchem.2022.861604,Electrocatalytic Water Oxidation: An Overview With an Example of Translation From Lab to Market,2022,37,2024-12-19 14:55:08,thus development efficient abundant economical catalyst well electrode design demand today review discuss principle electrocatalytic water oxidation reaction wor electrocatalyst electrode design strategy efficient result recent advancement oxygen evolution reaction oer catalyst design finally discuss use oer oxygen maker om design example om redox solaire initiative private ltd review clearly summarize future direction application sustainable energy utilization help water splitting way forward develop well cell design electrode catalyst practical application hope review offer basic understand oer process wor general along standard parameter evaluate performance encourage wor base profound innovation make way lab market follow example om redox
6971,2-s2.0-85108535727,2-s2.0-85108535727,10.1016/j.jechem.2021.06.008,Porous catalytic membranes for CO2 conversion,2021,14,2024-12-19 15:36:35,various material apply reduce co2 c o fuel value add chemical normally powder base catalyst directly utilize co2 c o conversion much attention pay study catalytic membrane order overcome issue since convenient catalytic membrane employ device practical application review recent research development porous catalytic membrane co2 c o conversion summarize preparation representative porous catalytic membrane co2 c o conversion method include electrocatalysis photocatalysis photoelectrocatalysis thermalcatalysis biocatalysis discuss detail review expect provide deep understand utilization porous catalytic membrane co2 c o conversion
3995,2-s2.0-85129893670,2-s2.0-85129893670,10.3390/nano12091518,Understanding the CH4 Conversion over Metal Dimers from First Principles,2022,2,2024-12-19 14:57:12,licensee mdpi basel switzerland.inspire advantage bi atom catalyst recent exciting progress nanozyme mean density functional theory dft computation explore potential metal dimer embed phthalocyanine monolayers m2 m pc mimic binuclear center methane monooxygenase catalyst methane conversion use h2o2 h o oxidant total transition metal group ib viiib four main group metal al ga sn bi dimers consider two methane conversion route namely assist oh assist mechanism systematically study result show methane conversion proceed via oh assist mechanism ti2 ti pc zr2 zr pc ta2 ta pc combination oh assist mechanism surface sc2 sc pc respectively theoretical work may provide impetus develop new catalyst methane conversion help stimulate study metal dimer catalyst catalytic reaction
3043,2-s2.0-85136345167,2-s2.0-85136345167,10.3390/catal12070800,Enhancement on PrBa0.5Sr0.5Co1.5Fe0.5O5 Electrocatalyst Performance in the Application of Zn-Air Battery,2022,4,2024-12-19 14:44:26,prba0.5sr0.5co1.5fe0.5o5 pr ba sr co fe o pbscf double perovskite adopt due flexible electronic structure well higher electro catalytic activity study pbscf prepare citrate edta method optimize amount pbscf ptc composite use potential orroer bifunctional electrocatalyst 0.1 koh optimize composite exhibit excellent oer intrinsic activity onset potential 1.6 v tafel slope mvdec o2 o saturate 0.1 koh also exhibit relatively competitive orr activity onset potential 0.9 v half wave potential 0.78 v. additionally znair battery pbscf composite catalyst show relatively good stability result illustrate pbscf ptc composite promising bifunctional electrocatalyst rechargeable zn air battery
5438,2-s2.0-85122851454,2-s2.0-85122851454,10.14233/ajchem.2022.23483,Photocatalytic Degradation of Rhodamine B and Malachite Green by Cobalt Sulfide Nanoparticles,2022,1,2024-12-19 15:16:13,license let other distribute remix tweak build upon work even commercially long credit author original creation must give appropriate credit provide link license indicate change made.present study report simple cost effective thermolytic method synthesis cobalt sulphide nanoparticle cos nps pxrd spectrum cobalt sulphide cd nanoparticle exhibit four peak index crystal plane average particle size observe dls pxrd range 4.81 12.20 nm blue shift band gap observe uv visible spectra fesem tem study reveal cobalt sulfide nanoparticle cubic rectangle shape ftir spectra hexadecylamine hda cap cos nps exhibit ν n h absorption around cm stretching frequency due ν cos appear region cm proton nmr 1h spectra cos nps show signal nearly position case cap agent suggest cap nature esi ms analysis cobalt sulphide nanoparticle display peak mz 124.93 correspond cos2 co s ion thermogravimetric curve show single step decomposition correspond 84.28 weight loss 15.72 final residue due cobalt oxide degradation rate rhodamine b malachite green dye irradiating sunlight show degradation irradiate uv light 4.8 ev show much slow degradation rate
4166,2-s2.0-85123061243,2-s2.0-85123061243,10.1016/j.fuproc.2022.107174,Hierarchical Ni3S2@2D Co MOF nanosheets as efficient hetero-electrocatalyst for hydrogen evolution reaction in alkaline solution,2022,44,2024-12-19 14:59:26,herein novel hierarchical hetero electrocatalyst ni3s2 ni s 2d co mof synthesized cobalt metal organic framework co mof crystallization carbon paper cp situ electrodeposition ni3s2 ni s nanosheet catalyst ni3s2 ni s 2d co mofcp exhibit excellent hydrogen evolution reaction activity low overpotential mv small tafel slope 90.3 mv dec−1 current density cm−2 catalyst demonstrate low overpotential mv commercial ptc catalyst high current density cm−2 efficient stable performance ni3s2 ni s 2d co mofcp attribute nickel sulfide honeycomb nanosheet grow two dimensional mof framework conducive charge transfer hydrogen evolution electron rich nickel sulfide surface significantly diminish h adsorption reduce energy barrier h2 h generation promote process work provide new strategy practical preparation efficient stable transition metal electrocatalyst
1187,2-s2.0-85142420234,2-s2.0-85142420234,10.3390/nano12224006,"Influence of Cocatalysts (Ni, Co, and Cu) and Synthesis Method on the Photocatalytic Activity of Exfoliated Graphitic Carbon Nitride for Hydrogen Production",2022,5,2024-12-19 14:15:51,synthesize catalyst test hydrogen production use w xe lamp equip nm cutoff filter noncommercial double walled quartz glass reactor irradiate side use gl catalyst ml vol triethanolamine aqueous solution preliminary screening metal load ex g cn synthesized use incipient wetness impregnation method high hydrogen production observe ni load ex g cn select assess impact synthesis method hydrogen production ni load ex g cn synthesize use different synthesis method incipient wetness impregnation colloidal deposition precipitation deposition catalyst characterize x ray powder diffraction x ray photoelectron spectroscopy nitrogen adsorption use brunaueremmettteller method transmission electron microscopy ni load ex g cn synthesized use colloidal method perform good hydrogen production rate 43.6 µmol h−1 g−1 contrast catalyst synthesize use impregnation precipitation method less active 28.2 10.1 µmol h−1 g−1 respectively hydrogen production performance suspend catalyst µmol m−2 g−1 show superior corresponding immobilize catalyst µmol m−2 g−1
5057,2-s2.0-85122624390,2-s2.0-85122624390,10.1016/j.catcom.2022.106404,Stable and efficient hydrogen evolution reaction catalyzed by NiO-Rh2P heterostructure electrocatalyst,2022,10,2024-12-19 15:11:27,due high capability water dissociation nio mv overpotential demand achieve cm−2 nio rh2p rh p mv low rh2p rh p alkaline catalysis besides strong electronic interplay nio rh2p rh p also contribute robust stability nio rh2p rh p heterostructure electrocatalyst
154,2-s2.0-85134642456,2-s2.0-85134642456,10.1049/ipr2.12596,Spotting micro-movements in image sequence by introducing intelligent cubic-LBP,2022,5,2024-12-18 16:29:39,iet image processing publish john wiley sons ltd behalf institution engineer technology.invisible naked human eye micro movement barely noticeable wide range micro movement application spot subtle change volcano vascular pulse blood vessel micro expression detection latter evil thought unveil result identify crook lawbreaker arise involuntary subtle short duration facial muscle movement precise spot tiny movement possible multiple aspect temporal image scrutinize meanwhile since motion often happen one two direction rudimentary extract complete feature set textural base approach cubic local binary pattern cubic lbp approach like cubic lbp also impose unnecessary computation burden hence research novel method name intelligent cubic lbp propose incorporate convolutional neural network cnn model model learn select useful plane automatically apex detect apply partial autocorrelation coefficient pacf select plane experimental result show significant improvement micro movement identification accuracy apex frame detection elevate chinese academy sciences micro expressions casme casme ii database respectively
1328,2-s2.0-85138202979,2-s2.0-85138202979,10.1002/ente.202200835,Nonthermal Plasma-Modified Carbon-Carrying Sn-Based Ternary Nanocatalyst for High-Performance Direct Dimethyl Ether Fuel Cells,2022,7,2024-12-19 14:17:34,however micropore present vulcan xc72 x c limit fuel utilization cause pt agglomeration vulcan xc72 x c compose nongraphitize carbon specie also prone corrosion therefore herein carbon support multiwalle carbon nanotube mwcnt black pearl bp2000 b p cold n2 n plasma treat counterpart test enhance activity catalyst systematically describe comparative advantage vulcan xc carbon electroanalytical test show pt3pd3sn2 / bp2000 pt pd sn b p exhibit excellent performance term electrochemical active surface area peak current density dme oxidation charge beneficial effect plasma activation activity observe case mwcnt negative effect carbon laboratory fuel cell test indicate pt3pd3sn2 pt pd sn nanoparticle support optimize binary carbon support contain plasma activate mwcnt bp2000 b p pt3pd3sn2/75m25b pt pd sn m b provide highest report power density mw mg−1pgm c fuel cell temperature ambient pressure
2494,2-s2.0-85127732250,2-s2.0-85127732250,10.1016/j.apcatb.2022.121351,Critical thinking on baseline corrections for electrochemical surface area (ECSA) determination of Pt/C through H-adsorption/H-desorption regions of a cyclic voltammogram,2022,55,2024-12-19 14:37:12,conventionally ecsa calculate use area h adsorption h desorption hde region calculate correspond charge use appropriate baseline double layer region highly important accurate determination associate charge unlike pure platinum horizontal baseline double layer region appropriate ptc catalyst skewed baseline double layer region due presence surface functional group support carbon skewness similar negative go cathodic positive go anodic scan lead significantly different hde charge baseline carbon may vary significantly catalyst durability study accelerate stress test ast due oxidation support carbon present study investigate effect baseline contribution ecsa calculation ptc observe baseline contribution charge calculation depend nature carbon support significantly high value ~10 fold hde compare ii increase region number stress cycle ast hence ptc catalyst use constant current baseline close approximation true baseline charge associate use calculation ecsa access catalyst activity well durability term ecsa loss ast
5338,2-s2.0-85125010976,2-s2.0-85125010976,10.3390/mi13020304,Electrochemical Sensing of Glucose Using Glucose Oxidase/PEDOT:4-Sulfocalix [4]arene/MXene Composite Modified Electrode,2022,38,2024-12-19 15:14:54,"licensee mdpi basel switzerland.glucose one important monosaccharide find food part complex structure primary energy source brain body thus monitor glucose concentration important food biological sample order maintain healthy lifestyle herein electrochemical glucose biosensor fabricate immobilization glucose oxidase gox onto poly 3,4 ethylenedioxythiophene : 4 sulfocalix arene pedot scx mxene modify electrode purpose firstly pedot synthesize presence scx counterion chemical oxidative method secondly mxene 2d layered material synthesize use high temperature furnace nitrogen atmosphere pedot scxmxene 1:1 dispersion prepare ultrasonication later utilize prepare pedot scxmxene hybrid film successful formation pedot scxmxene film confirm hr sem fouri transform infrared ft ir raman spectroscopy due biocompatibility nature successful immobilization gox carry onto chitosan modify pedot scxmxenegce moreover electrochemical property pedot scxmxenegoxgce study cyclic voltammetry amperometry method interestingly stable redox peak fad gox observe formal potential – 0.435 v pedot scxmxenegoxgce indicate direct electron transfer enzyme electrode surface pedot scxmxenegoxgce also exhibit linear response glucose concentration linear range 0.5 mm effect ph sensor reproducibility repeatability pedot scxmxenegoxgce sensor study finally new biosensor successfully apply detect glucose commercial fruit juice sample satisfactory recovery"
5571,2-s2.0-85120801696,2-s2.0-85120801696,10.1016/j.ijhydene.2021.11.127,Enhancement of the electrocatalytic activity for the oxygen reduction reaction of boron-doped reduced graphene oxide via ultrasonic treatment,2022,13,2024-12-19 15:18:03,last decade organic material frequently base graphitic structure demonstrate promise alternative electrocatalyst noble metal researcher typically utilize ultrasonic treatment part synthesis procedure achieve homogeneous dispersion graphitic carbon prior herein investigate implication structural compositional change induce ultrasonication treatment boron dope reduce graphene oxide oxygen reduction reaction show ultrasonication pre treatment prior boron doping reduction graphene oxide via hydrothermal process step lead increase substitutional b electrocatalytic surface area associate reduction average pore size diameter lead significant improvement oxygen reduction reaction performance respect non ultrasonicated material propose high degree substitutional doping boron result formation additional epoxy functionality graphitic plane act doping site boric acid
5450,2-s2.0-85122510564,2-s2.0-85122510564,10.1007/s11244-021-01546-6,In-Silico Screening the Nitrogen Reduction Reaction on Single-Atom Electrocatalysts Anchored on MoS2,2022,8,2024-12-19 15:16:24,anchor single atom two dimensional substrate provide control tune nrr catalytic performance toward sac possess high utilization high activity high selectivity experimental result suggest significantly improve activity selectivity nrr specific reaction mechanism remain uncertain make difficult select new catalytic material optimization use density functional theory study nrr catalytic mechanism catalytic model use mos2 mo s substrate support single atom site correct solvation effect electrochemical reaction start fe mos2 mo s promise experimental report conduct systematic study nrr reaction mechanism result show n2 n adsorption hydrogenation n2 n desorption nh3 n h hydrogen evolution critical step affect reaction rate base step scan transition metal element find improved catalyst identify ir mos2 mo s mo top site good candidate predict good catalytic activity selectivity 64.11 faraday efficiency result mechanism nrr silico search alternative catalyst provide new promising target synthesize novel efficient sac mos2 mo s nrr catalyst
8787,2-s2.0-85101326609,2-s2.0-85101326609,10.1016/j.jallcom.2021.159092,Low-temperature processing technique of Ruddlesden-Popper cathode for high-performance solid oxide fuel cells,2021,14,2024-12-19 15:59:24,however take full advantage intrinsic property difficult realistic cell high chemical reactivity electrolyte elevated temperature herein demonstrate high performance sofc lno base cathode fabricate low temperature processing route suppress harmful chemical reaction sinter capability composite cathode compose lno gadolinia dope ceria gdc enhance mix fe base sinter additive gdc form reliable interfacial bonding electrolyte temperature ~200 c typical processing temperature interdiffusion cathode electrolyte occur low temperature cell successfully fabricate without diffusion block layer simplifie cell structure manufacturing process cell lno base cathode outperform state art cell particularly lower operating temperature result highlight processing parameter strongly affect electrochemical performance lno base cathode must carefully engineer fully exploit superior intrinsic property
7047,2-s2.0-85102741542,2-s2.0-85102741542,10.1002/smll.202007760,Correlating Catalyst Design and Discharged Product to Reduce Overpotential in Li-CO2 Batteries,2021,29,2024-12-19 15:37:39,however battery feasibility hamper inferior electrochemical performance due large overpotential low cyclability primarily cause difficult decomposition ultra stable li2co3 li c o charge use cathode catalyst highlight promising solution catalyst property well nature discharge product closely correlate electrochemical performance catalyst design strategy include active site enrichment electrical transport enhancement mass transfer improvement summarize catalyst effect product decomposition subsequently introduce product geometry chemical composition explore emphasis formationdecomposition li2c2o4 li c o instead li2co3 li c o build previous research future direction facilitate improvement catalyst design put forward reinforce fundamental development li co2 c o battery
2489,2-s2.0-85128210041,2-s2.0-85128210041,10.1016/j.ceja.2022.100303,Highly Efficient Hydrogen Evolution in Alkaline Medium by Ternary Cobalt Molybdenum Nitride on Self-standing Porous Copper Foam,2022,4,2024-12-19 14:37:09,hydrogen generation alkaline environment desirable challenging electrocatalyst report alkaline hydrogen evolution reaction generally suffer large potential short durability herein construct self stand ternary cobalt molybdenum nitride catalyst copper foam use simple hydrothermal method treat h2 h atmosphere subsequently remarkably conmo2ncu co n mo n cu catalyst exhibit ultralow overpotential mv mv current density cm−2 cm−2 1.0 koh respectively addition ternary catalyst achieve superior durability h current density cm−2 without evident deterioration indicate catalyst encourage industrial perspective
4670,2-s2.0-85120877238,2-s2.0-85120877238,10.1002/er.7481,Recent progress of battery grade metal sulfides for hybrid energy storage devices,2022,12,2024-12-19 15:06:23,metal sulfide composite among electrode material owe viable electrochemical characteristic recognize important contender hybrid device regard work report recently utilize single binary ternary composite metal sulfide battery grade electrode material hesds along synthesis route include hydrothermal electrodeposition solvothermal microwave sonochemical process apart different electrochemical characterization cyclic voltammetry cv electrochemical impedance spectroscopy eis galvanostatic charge discharge gcd confer review furthermore electrochemical performance sulfide base hesds compare summarize high energy outcome current challenge future prospect metal sulfide electrode material also discuss
7989,2-s2.0-85111149768,2-s2.0-85111149768,10.1039/d1ta03652a,Photothermal effect enables markedly enhanced oxygen reduction and evolution activities for high-performance Zn-air batteries,2021,41,2024-12-19 15:49:12,despite recent grand advance development synthetic technique overall performance electrocatalytic process enter bottleneck stage focus design modification bifunctional catalyst material herein report simple yet robust strategy markedly boost performance zabsviacapitalize photothermal effect concretely bifunctional electrocatalyst comprise co3o4nanoparticle co o encapsulate within n dope reduce graphene oxide denote co3o4 / n co o n rgo act active material photothermal component upon light illumination compelling photothermal effect co3o4 / n co o n rgo render localized instant heating electrode active site enhance electrical conductivity improve release bubble prominently reduce indicator δeof 0.635 v realize significantly outperform recently report system usually 0.68 v correspond rechargeable zab base co3o4 / n co o n rgo air electrode possess excellent maximum power density mw cm−2 1.8 time ptru base zabs assist photothermal effect superb cycling stability cycle intensification strategy open vast possibility ameliorate performance catalystsviainnovatively conveniently utilize photothermal feature may advance future application high performance zab energy conversion storage system
7893,2-s2.0-85098133416,2-s2.0-85098133416,10.1002/eem2.12140,Approaching High-Performance Lithium Storage Materials by Constructing Hierarchical CoNiO2@CeO2 Nanosheets,2021,137,2024-12-19 15:48:00,ceo2 ce o nanoparticle successfully deposit surface conio2 co ni o nanosheet benefit improvement electrical contact conio2 co ni o ceo2 ce o ceo2 ce o modification improve reversibility insertionextraction li ion electrochemical reaction activity promote transport li ion benefit unique architecture component conio2 co ni o ceo2 ce o nanosheet composite show high reversible capacity excellent cycling stability good rate capability conio2 co ni o ceo2 ce o 5.0 wt show chargedischarge capacity 867.1/843.2 mah g−1 cycle g−1 pristine conio2 co ni o ceo2 ce o nanosheet deliver chargedischarge capacity 516.9/517.6 mah g−1 cycle first principle calculation reveal valid interface ceo2 ce o nicoo2 ni co o form formation process interface exothermic strong interfacial interaction result excellent structure stability thus cycle stability conio2 co ni o ceo2 ce o material work provide effective strategy develop high performance anode material advanced lithium ion battery conio2 co ni o ceo2 ce o nanosheet show sizeable potential anode material next generation high energy li ion battery
